MMFE8 VMM CH  Gain      Pedestal  (TDO = time*G + P)
118   2   21  1.04e+00  1.10e+01  
118   2   22  1.31e+00  7.66e+00  
118   2   25  1.47e+00  1.06e+01  
118   2   27  9.37e-01  7.29e+00  
118   2   29  1.25e+00  9.38e+00  
118   2   31  1.30e+00  7.77e+00  
118   2   33  1.38e+00  1.18e+01  
118   2   34  1.37e+00  8.89e+00  
118   2   35  1.21e+00  8.90e+00  
118   2   36  1.67e+00  8.15e+00  
118   2   37  1.28e+00  8.04e+00  
118   2   39  1.22e+00  1.18e+01  
118   2   40  1.13e+00  6.87e+00  
118   2   41  9.58e-01  5.03e+00  
118   2   42  1.19e+00  5.13e+00  
118   2   43  1.19e+00  1.11e+01  
118   2   45  1.32e+00  7.45e+00  
118   2   46  1.19e+00  1.21e+01  
118   2   47  7.51e-01  1.46e+01  
118   2   48  1.29e+00  1.39e+01  
118   2   49  1.36e+00  1.20e+01  
118   2   50  1.02e+00  1.12e+01  
118   2   51  1.46e+00  9.80e+00  
118   2   52  1.47e+00  1.46e+01  
118   2   53  1.16e+00  1.25e+01  
118   2   54  1.33e+00  1.03e+01  
118   2   55  1.21e+00  1.39e+01  
118   2   56  1.29e+00  1.59e+01  
118   2   59  1.52e+00  2.09e+01  
118   2   60  1.31e+00  1.27e+01  
118   2   61  1.66e+00  1.43e+01  
118   2   62  1.44e+00  1.30e+01  
118   2   63  1.45e+00  1.39e+01  
118   2   64  1.44e+00  1.50e+01  
118   3   1   1.48e+00  1.16e+01  
118   3   2   1.67e+00  1.11e+01  
118   3   3   1.15e+00  1.16e+01  
118   3   4   1.11e+00  1.01e+01  
118   3   5   1.39e+00  6.60e+00  
118   3   7   1.24e+00  1.86e+01  
118   3   8   1.00e+00  1.05e+01  
118   3   9   1.25e+00  1.03e+01  
118   3   10  1.33e+00  5.35e+00  
118   3   11  9.60e-01  1.20e+01  
118   3   12  1.35e+00  7.12e+00  
118   3   13  1.35e+00  8.09e+00  
118   3   14  1.25e+00  1.04e+01  
118   3   15  1.17e+00  4.36e+00  
118   3   16  1.37e+00  5.90e+00  
118   3   17  9.68e-01  4.90e+00  
118   3   18  8.86e-01  1.29e+01  
118   3   19  9.79e-01  3.76e+00  
118   3   20  1.07e+00  9.67e+00  
118   3   21  8.86e-01  4.92e+00  
118   3   22  8.71e-01  1.15e-01  
118   3   23  1.73e+00  -5.59e+00 
118   3   24  1.39e+00  -1.37e+00 
118   3   25  1.14e+00  8.72e+00  
118   3   26  1.01e+00  5.40e+00  
118   3   27  2.44e-01  1.29e+01  
118   3   28  1.28e+00  -5.75e-02 
118   3   29  9.62e-01  2.97e+00  
118   3   32  8.76e-01  7.04e+00  
118   3   34  1.03e+00  4.17e+00  
118   3   37  9.35e-01  4.32e+00  
118   3   38  7.30e-01  2.88e+00  
118   3   43  8.45e-01  -5.65e-01 
118   3   45  5.43e-01  2.21e+00  
118   3   46  8.57e-01  3.29e+00  
118   3   50  9.14e-01  4.57e+00  
118   3   51  8.98e-01  6.77e+00  
118   3   52  1.33e+00  -6.50e-01 
118   3   55  8.70e-01  1.31e+01  
118   3   56  7.65e-01  6.44e+00  
118   3   58  1.32e+00  7.50e+00  
118   3   61  6.63e-01  7.72e+00  
118   3   62  1.34e-01  3.03e+01  
118   3   63  3.39e-01  1.58e+01  
118   3   64  1.02e+00  4.21e+00  
118   4   1   1.52e+00  1.61e+01  
118   4   2   3.64e-01  3.54e+01  
118   4   3   1.36e+00  1.50e+01  
118   4   4   1.55e+00  1.06e+01  
118   4   6   1.32e+00  1.25e+01  
118   4   7   1.35e+00  1.51e+01  
118   4   9   1.32e+00  1.25e+01  
118   4   11  1.47e+00  1.26e+01  
118   4   13  1.51e+00  1.61e+01  
118   4   14  1.75e+00  1.81e+01  
118   4   15  1.29e+00  1.29e+01  
118   4   16  1.30e+00  1.68e+01  
118   4   17  1.34e+00  1.23e+01  
118   4   18  1.44e+00  1.40e+01  
118   4   19  1.18e+00  1.02e+01  
118   4   20  1.33e+00  1.04e+01  
118   4   21  1.49e+00  9.32e+00  
118   4   23  1.65e+00  1.14e+01  
118   4   24  1.41e+00  1.03e+01  
118   4   25  1.25e+00  1.63e+01  
118   4   26  1.44e+00  1.50e+01  
118   4   29  1.20e+00  1.10e+01  
118   4   36  1.29e+00  1.09e+01  
118   4   37  1.09e+00  1.13e+01  
118   4   39  1.33e+00  1.53e+01  
118   4   40  1.24e+00  1.25e+01  
118   4   41  1.35e+00  1.51e+01  
118   4   42  1.46e+00  1.07e+01  
118   4   43  1.39e+00  1.16e+01  
118   4   44  1.29e+00  1.29e+01  
118   4   45  1.25e+00  8.34e+00  
118   4   46  9.42e-01  1.22e+01  
118   4   47  1.01e+00  1.23e+01  
118   4   48  1.46e+00  6.72e+00  
118   4   49  9.55e-01  1.41e+01  
118   4   50  1.19e+00  1.21e+01  
118   4   51  1.55e+00  1.36e+01  
118   4   52  1.24e+00  1.15e+01  
118   4   53  1.01e+00  1.24e+01  
118   4   54  1.59e+00  7.08e+00  
118   4   55  1.14e+00  1.17e+01  
118   4   56  1.18e+00  1.23e+01  
118   4   57  1.35e+00  1.61e+01  
118   4   58  1.70e+00  5.78e+00  
118   4   59  1.37e+00  1.29e+01  
118   4   60  1.54e+00  8.72e+00  
118   4   61  1.59e+00  1.02e+01  
118   4   62  1.43e+00  1.02e+01  
118   4   63  1.46e+00  1.48e+01  
118   4   64  1.54e+00  8.69e+00  
118   5   1   1.52e+00  1.30e+01  
118   5   2   1.53e+00  1.39e+01  
118   5   3   1.43e+00  9.17e+00  
118   5   4   1.53e+00  1.48e+01  
118   5   5   1.52e+00  1.20e+01  
118   5   6   1.75e+00  1.42e+01  
118   5   7   1.59e+00  1.22e+01  
118   5   8   1.43e+00  1.41e+01  
118   5   9   1.75e+00  1.11e+01  
118   5   10  1.50e+00  6.26e+00  
118   5   11  1.26e+00  1.13e+01  
118   5   12  1.36e+00  1.49e+01  
118   5   13  1.52e+00  1.60e+01  
118   5   14  1.34e+00  1.03e+01  
118   5   15  1.21e+00  1.39e+01  
118   5   16  1.40e+00  1.44e+01  
118   5   17  1.06e+00  1.38e+01  
118   5   18  1.22e+00  1.18e+01  
118   5   19  1.48e+00  1.35e+01  
118   5   20  1.53e+00  1.28e+01  
118   5   21  1.14e+00  1.47e+01  
118   5   22  1.33e+00  8.33e+00  
118   5   23  1.66e+00  1.12e+01  
118   5   25  1.07e+00  1.06e+01  
118   5   26  1.32e+00  1.85e+01  
118   5   27  1.42e+00  1.23e+01  
118   5   28  1.21e+00  1.18e+01  
118   5   30  1.37e+00  1.08e+01  
118   5   31  1.43e+00  6.09e+00  
118   5   32  1.47e+00  1.36e+01  
118   5   33  1.24e+00  1.15e+01  
118   5   34  1.46e+00  1.38e+01  
118   5   35  1.07e+00  1.07e+01  
118   5   36  1.29e+00  9.90e+00  
118   5   37  1.27e+00  1.81e+01  
118   5   38  1.43e+00  1.02e+01  
118   5   39  1.12e+00  1.20e+01  
118   5   40  1.42e+00  7.24e+00  
118   5   41  1.51e+00  1.42e+01  
118   5   42  1.35e+00  1.11e+01  
118   5   43  1.45e+00  1.38e+01  
118   5   44  1.73e+00  8.32e+00  
118   5   45  1.39e+00  6.65e+00  
118   5   46  1.44e+00  1.10e+01  
118   5   47  1.53e+00  9.81e+00  
118   5   48  1.72e+00  7.50e+00  
118   5   49  1.26e+00  1.73e+01  
118   5   50  1.46e+00  3.79e+00  
118   5   51  1.36e+00  1.01e+01  
118   5   52  1.54e+00  7.75e+00  
118   5   53  1.41e+00  6.42e+00  
118   5   54  1.47e+00  1.26e+01  
118   5   55  1.40e+00  1.44e+01  
118   5   56  1.41e+00  1.14e+01  
118   5   57  1.26e+00  1.02e+01  
118   5   58  1.54e+00  7.80e+00  
118   5   59  1.50e+00  7.29e+00  
118   5   60  1.49e+00  1.43e+01  
118   5   61  1.29e+00  1.19e+01  
118   5   62  1.39e+00  1.36e+01  
118   6   2   1.60e+00  1.20e+01  
118   6   5   1.76e+00  7.97e+00  
118   6   6   1.82e+00  1.22e+01  
118   6   7   1.75e+00  1.01e+01  
118   6   8   1.47e+00  8.67e+00  
118   6   10  1.63e+00  1.17e+01  
118   6   12  1.62e+00  1.47e+01  
118   6   13  1.70e+00  1.07e+01  
118   6   14  1.63e+00  1.17e+01  
118   6   15  1.43e+00  1.42e+01  
118   6   16  1.85e+00  -1.71e-01 
118   6   17  1.67e+00  1.02e+01  
118   6   18  1.41e+00  3.33e+00  
118   6   19  1.49e+00  8.38e+00  
118   6   20  1.42e+00  6.21e+00  
118   6   21  1.28e+00  7.99e+00  
118   6   22  1.47e+00  6.67e+00  
118   6   23  1.26e+00  8.28e+00  
118   6   24  1.49e+00  6.42e+00  
118   6   25  1.61e+00  1.19e+01  
118   6   26  1.07e+00  7.59e+00  
118   6   27  1.23e+00  8.68e+00  
118   6   28  1.24e+00  1.65e+01  
118   6   29  1.47e+00  3.63e+00  
118   6   30  1.11e+00  1.01e+01  
118   6   31  1.12e+00  9.99e+00  
118   6   32  1.21e+00  4.85e+00  
118   6   33  1.23e+00  8.67e+00  
118   6   35  1.24e+00  3.56e+00  
118   6   37  1.14e+00  9.69e+00  
118   6   38  1.33e+00  7.32e+00  
118   6   39  1.30e+00  3.76e+00  
118   6   40  1.29e+00  8.91e+00  
118   6   41  1.28e+00  8.95e+00  
118   6   42  1.26e+00  6.20e+00  
118   6   43  1.41e+00  6.40e+00  
118   6   44  1.13e+00  2.84e+00  
118   6   45  1.20e+00  6.99e+00  
118   6   46  1.84e+00  3.98e+00  
118   6   47  1.23e+00  8.61e+00  
118   6   48  1.20e+00  6.95e+00  
118   6   49  1.12e+00  1.20e+01  
118   6   50  1.42e+00  1.42e+01  
118   6   51  1.18e+00  9.20e+00  
118   6   52  1.61e+00  1.49e+01  
118   6   53  1.44e+00  9.02e+00  
118   6   54  1.44e+00  9.03e+00  
118   6   55  1.16e+00  8.56e+00  
118   6   57  1.45e+00  5.84e+00  
118   6   58  1.19e+00  3.15e+00  
118   6   59  1.45e+00  1.19e+01  
118   6   60  1.34e+00  1.52e+01  
118   6   61  1.57e+00  9.35e+00  
118   6   62  1.52e+00  1.30e+01  
118   6   63  1.12e+00  2.04e+00  
118   6   64  1.55e+00  9.58e+00  
118   7   1   1.38e+00  1.38e+01  
118   7   2   1.23e+00  9.57e+00  
118   7   4   1.34e+00  1.73e+01  
118   7   5   1.23e+00  8.67e+00  
118   7   6   1.64e+00  7.50e+00  
118   7   7   1.23e+00  1.67e+01  
118   7   8   1.52e+00  6.94e+00  
118   7   9   1.24e+00  1.35e+01  
118   7   10  1.50e+00  1.23e+01  
118   7   11  1.23e+00  1.26e+01  
118   7   12  1.17e+00  1.04e+01  
118   7   13  1.10e+00  1.03e+01  
118   7   14  1.15e+00  1.17e+01  
118   7   15  1.20e+00  8.95e+00  
118   7   16  1.22e+00  5.69e+00  
118   7   17  1.22e+00  1.08e+01  
118   7   18  1.35e+00  7.12e+00  
118   7   19  1.17e+00  1.34e+01  
118   7   20  1.19e+00  9.12e+00  
118   7   21  1.45e+00  9.90e+00  
118   7   22  1.29e+00  8.91e+00  
118   7   23  1.56e+00  8.51e+00  
118   7   24  1.12e+00  5.05e+00  
118   7   25  1.54e+00  9.74e+00  
118   7   26  1.19e+00  1.01e+01  
118   7   27  1.01e+00  8.33e+00  
118   7   28  1.20e+00  1.70e+01  
118   7   29  1.17e+00  1.14e+01  
118   7   30  1.32e+00  9.55e+00  
118   7   31  1.18e+00  7.24e+00  
118   7   32  1.15e+00  9.64e+00  
118   7   33  1.11e+00  1.01e+01  
118   7   34  1.24e+00  1.65e+01  
118   7   35  1.15e+00  1.16e+01  
118   7   36  1.28e+00  9.00e+00  
118   7   37  1.27e+00  9.07e+00  
118   7   38  1.25e+00  -1.06e+01 
118   7   39  9.59e-01  1.20e+01  
118   7   40  1.19e+00  6.12e+00  
118   7   41  1.07e+00  1.07e+01  
118   7   42  1.13e+00  2.84e+00  
118   7   43  1.39e+00  6.64e+00  
118   7   44  1.28e+00  8.98e+00  
118   7   45  1.22e+00  1.07e+01  
118   7   46  1.54e+00  9.71e+00  
118   7   47  1.00e+00  1.15e+01  
118   7   48  1.48e+00  6.52e+00  
118   7   49  1.31e+00  8.65e+00  
118   7   50  1.17e+00  1.04e+01  
118   7   51  1.39e+00  7.67e+00  
118   7   52  1.19e+00  1.11e+01  
118   7   53  1.50e+00  1.33e+01  
118   7   54  1.22e+00  8.73e+00  
118   7   55  1.43e+00  1.22e+01  
118   7   56  1.29e+00  1.19e+01  
118   7   57  1.51e+00  7.07e+00  
118   7   58  1.38e+00  1.57e+01  
118   7   62  1.47e+00  1.56e+01  
118   7   63  1.45e+00  1.69e+01  
118   7   64  1.61e+00  1.19e+01  
119   0   1   1.78e+00  2.68e+01  
119   0   2   1.64e+00  2.65e+01  
119   0   3   1.59e+00  2.81e+01  
119   0   4   1.97e+00  2.74e+01  
119   0   6   1.92e+00  2.10e+01  
119   0   7   1.58e+00  3.12e+01  
119   0   8   1.65e+00  2.64e+01  
119   0   9   1.37e+00  1.58e+01  
119   0   10  1.76e+00  2.60e+01  
119   0   11  1.43e+00  2.51e+01  
119   0   12  1.60e+00  3.80e+01  
119   0   13  1.52e+00  2.10e+01  
119   0   14  1.58e+00  2.03e+01  
119   0   15  2.17e+00  2.68e+01  
119   0   16  1.82e+00  2.53e+01  
119   0   17  1.72e+00  2.55e+01  
119   0   18  1.64e+00  2.55e+01  
119   0   19  1.78e+00  2.77e+01  
119   0   20  1.64e+00  2.15e+01  
119   0   21  1.79e+00  2.86e+01  
119   0   22  1.75e+00  2.81e+01  
119   0   23  1.78e+00  2.58e+01  
119   0   24  1.78e+00  2.47e+01  
119   0   25  1.72e+00  2.15e+01  
119   0   26  1.60e+00  3.60e+01  
119   0   27  1.62e+00  2.58e+01  
119   0   28  1.48e+00  2.75e+01  
119   0   29  1.54e+00  2.47e+01  
119   0   30  1.78e+00  2.58e+01  
119   0   31  1.74e+00  2.22e+01  
119   0   32  1.82e+00  2.33e+01  
119   0   33  1.77e+00  2.58e+01  
119   0   34  1.81e+00  2.53e+01  
119   0   35  1.53e+00  3.59e+01  
119   0   36  1.43e+00  2.01e+01  
119   0   37  1.56e+00  2.15e+01  
119   0   38  1.51e+00  2.11e+01  
119   0   39  1.68e+00  2.70e+01  
119   0   40  1.68e+00  2.00e+01  
119   0   41  1.79e+00  1.76e+01  
119   0   42  2.02e+00  1.78e+01  
119   0   43  1.43e+00  1.41e+01  
119   0   45  1.70e+00  1.88e+01  
119   0   46  1.50e+00  1.72e+01  
119   0   47  1.42e+00  1.93e+01  
119   0   48  1.59e+00  2.01e+01  
119   0   49  1.53e+00  1.69e+01  
119   0   50  1.82e+00  1.73e+01  
119   0   51  1.89e+00  1.63e+01  
119   0   52  1.67e+00  1.51e+01  
119   0   53  1.53e+00  1.19e+01  
119   0   54  1.42e+00  1.83e+01  
119   0   55  1.82e+00  2.13e+01  
119   0   56  1.86e+00  1.97e+01  
119   0   57  1.80e+00  1.75e+01  
119   0   58  1.62e+00  1.97e+01  
119   0   59  1.52e+00  1.91e+01  
119   0   60  1.76e+00  1.31e+01  
119   0   61  1.68e+00  1.60e+01  
119   0   62  1.75e+00  1.91e+01  
119   0   63  1.75e+00  1.81e+01  
119   0   64  1.80e+00  1.75e+01  
119   1   1   1.55e+00  -1.14e+01 
119   1   2   1.77e+00  1.18e+01  
119   1   3   1.77e+00  9.93e+00  
119   1   4   1.60e+00  9.02e+00  
119   1   6   1.44e+00  1.00e+01  
119   1   7   1.55e+00  1.06e+01  
119   1   8   1.43e+00  1.11e+01  
119   1   9   1.57e+00  9.37e+00  
119   1   10  1.75e+00  1.01e+01  
119   1   11  1.64e+00  5.45e+00  
119   1   12  1.69e+00  1.19e+01  
119   1   13  1.50e+00  9.24e+00  
119   1   14  1.54e+00  6.76e+00  
119   1   15  1.62e+00  8.80e+00  
119   1   16  1.63e+00  1.16e+01  
119   1   17  1.50e+00  1.03e+01  
119   1   18  1.62e+00  6.80e+00  
119   1   19  1.33e+00  7.42e+00  
119   1   20  1.57e+00  1.24e+01  
119   1   21  1.43e+00  1.42e+01  
119   1   22  1.64e+00  1.25e+01  
119   1   23  1.56e+00  2.06e+01  
119   1   24  1.72e+00  2.35e+01  
119   1   25  1.58e+00  2.33e+01  
119   1   26  1.86e+00  2.07e+01  
119   1   27  1.81e+00  2.33e+01  
119   1   28  1.36e+00  1.90e+01  
119   1   29  1.48e+00  2.35e+01  
119   1   30  1.91e+00  1.81e+01  
119   1   31  1.68e+00  3.00e+01  
119   1   32  1.57e+00  1.94e+01  
119   1   33  1.59e+00  2.02e+01  
119   1   34  1.47e+00  1.06e+01  
119   1   35  1.97e+00  1.54e+01  
119   1   36  1.64e+00  4.45e+00  
119   1   37  1.47e+00  1.66e+01  
119   1   38  1.03e+00  1.62e+01  
119   1   39  1.47e+00  8.63e+00  
119   1   40  1.55e+00  1.26e+01  
119   1   41  1.39e+00  5.64e+00  
119   1   42  1.59e+00  1.22e+01  
119   1   43  1.61e+00  5.91e+00  
119   1   44  1.58e+00  1.23e+01  
119   1   45  1.57e+00  1.14e+01  
119   1   46  1.50e+00  7.20e+00  
119   1   47  1.66e+00  1.13e+01  
119   1   48  1.67e+00  9.08e+00  
119   1   49  1.73e+00  8.32e+00  
119   1   50  1.57e+00  1.14e+01  
119   1   51  1.82e+00  1.03e+01  
119   1   52  1.86e+00  9.76e+00  
119   1   53  1.80e+00  8.55e+00  
119   1   54  1.51e+00  6.18e+00  
119   1   55  1.73e+00  8.39e+00  
119   1   56  1.46e+00  5.79e+00  
119   1   57  1.92e+00  1.30e+01  
119   1   58  1.57e+00  6.33e+00  
119   1   59  1.75e+00  1.02e+01  
119   1   60  1.85e+00  1.19e+01  
119   1   61  1.81e+00  1.44e+01  
119   1   62  1.63e+00  1.07e+01  
119   1   63  1.83e+00  1.02e+01  
119   1   64  1.60e+00  1.30e+01  
119   2   1   1.23e+00  1.47e+01  
119   2   2   1.58e+00  2.02e+01  
119   2   3   1.52e+00  1.29e+01  
119   2   4   1.62e+00  1.17e+01  
119   2   5   1.83e+00  9.11e+00  
119   2   6   1.58e+00  1.22e+01  
119   2   7   1.61e+00  1.99e+01  
119   2   8   1.59e+00  1.31e+01  
119   2   9   1.43e+00  1.51e+01  
119   2   10  1.54e+00  1.67e+01  
119   2   11  1.77e+00  1.69e+01  
119   2   12  1.40e+00  1.26e+01  
119   2   13  1.62e+00  1.17e+01  
119   2   14  1.52e+00  1.30e+01  
119   2   15  1.57e+00  1.14e+01  
119   2   16  1.53e+00  1.39e+01  
119   2   17  1.53e+00  2.39e+01  
119   2   18  1.36e+00  2.31e+01  
119   2   19  1.66e+00  3.03e+01  
119   2   20  1.48e+00  3.65e+01  
119   2   21  1.37e+00  2.89e+01  
119   2   22  1.52e+00  2.89e+01  
119   2   23  1.39e+00  2.76e+01  
119   2   24  1.09e+00  4.24e+01  
119   2   25  1.44e+00  3.00e+01  
119   2   26  1.47e+00  2.56e+01  
119   2   27  1.44e+00  3.01e+01  
119   2   29  1.34e+00  2.62e+01  
119   2   30  1.34e+00  3.13e+01  
119   2   31  1.39e+00  3.86e+01  
119   2   32  1.42e+00  2.72e+01  
119   2   33  1.51e+00  3.32e+01  
119   2   34  1.47e+00  2.96e+01  
119   2   35  1.57e+00  2.53e+01  
119   2   36  1.61e+00  3.29e+01  
119   2   37  1.49e+00  3.44e+01  
119   2   38  1.48e+00  2.94e+01  
119   2   39  1.25e+00  3.24e+01  
119   2   40  1.47e+00  2.96e+01  
119   2   41  1.70e+00  2.98e+01  
119   2   42  1.55e+00  2.96e+01  
119   2   43  1.39e+00  3.66e+01  
119   2   44  1.37e+00  3.09e+01  
119   2   45  1.62e+00  3.08e+01  
119   2   46  1.46e+00  2.97e+01  
119   2   47  1.46e+00  3.27e+01  
119   2   48  1.47e+00  2.96e+01  
119   2   49  1.47e+00  2.96e+01  
119   2   50  1.49e+00  2.94e+01  
119   2   51  1.56e+00  2.85e+01  
119   2   52  1.60e+00  3.40e+01  
119   2   53  1.31e+00  2.97e+01  
119   2   54  1.49e+00  3.14e+01  
119   2   55  1.58e+00  2.63e+01  
119   2   56  1.30e+00  3.18e+01  
119   2   57  1.57e+00  2.83e+01  
119   2   58  1.31e+00  3.56e+01  
119   2   60  1.59e+00  3.01e+01  
119   2   61  1.31e+00  3.17e+01  
119   2   62  1.48e+00  2.95e+01  
119   2   63  1.52e+00  2.90e+01  
119   2   64  1.70e+00  4.17e+01  
119   3   1   1.83e+00  1.92e+01  
119   3   2   1.69e+00  1.39e+01  
119   3   3   1.48e+00  1.34e+01  
119   3   4   1.79e+00  1.06e+01  
119   3   5   1.43e+00  2.12e+01  
119   3   6   1.53e+00  1.18e+01  
119   3   7   1.41e+00  1.44e+01  
119   3   8   1.14e+00  1.78e+01  
119   3   9   1.44e+00  1.40e+01  
119   3   10  1.49e+00  1.34e+01  
119   3   11  1.29e+00  1.59e+01  
119   3   12  1.52e+00  1.51e+01  
119   3   13  1.20e+00  1.40e+01  
119   3   14  1.55e+00  1.27e+01  
119   3   15  1.15e+00  1.76e+01  
119   3   16  1.08e+00  1.35e+01  
119   3   17  1.04e+00  1.40e+01  
119   3   18  1.48e+00  1.35e+01  
119   3   19  1.28e+00  1.60e+01  
119   3   20  1.28e+00  1.60e+01  
119   3   21  1.56e+00  1.36e+01  
119   3   22  1.14e+00  1.48e+01  
119   3   23  1.18e+00  1.82e+01  
119   3   24  8.97e-01  1.68e+01  
119   3   25  1.14e+00  1.77e+01  
119   3   26  1.13e+00  1.19e+01  
119   3   27  1.31e+00  1.56e+01  
119   3   28  1.57e+00  1.54e+01  
119   3   29  1.39e+00  9.58e+00  
119   3   30  1.37e+00  7.89e+00  
119   3   31  1.11e+00  1.22e+01  
119   3   32  1.11e+00  1.41e+01  
119   3   33  1.16e+00  1.35e+01  
119   3   34  1.26e+00  3.92e+01  
119   3   35  1.12e+00  1.20e+01  
119   3   36  1.22e+00  1.07e+01  
119   3   37  1.36e+00  9.97e+00  
119   3   38  1.28e+00  1.10e+01  
119   3   39  1.40e+00  9.51e+00  
119   3   40  1.25e+00  6.40e+00  
119   3   41  1.07e+00  1.17e+01  
119   3   42  1.16e+00  1.05e+01  
119   3   43  1.11e+00  1.12e+01  
119   3   44  1.25e+00  9.36e+00  
119   3   45  1.36e+00  1.20e+01  
119   3   46  1.42e+00  1.33e+01  
119   3   47  1.33e+00  1.04e+01  
119   3   48  1.54e+00  5.79e+00  
119   3   49  1.32e+00  1.45e+01  
119   3   50  1.22e+00  1.67e+01  
119   3   51  1.26e+00  1.33e+01  
119   3   52  1.23e+00  1.06e+01  
119   3   53  1.44e+00  1.00e+01  
119   3   54  1.41e+00  1.23e+01  
119   3   55  1.56e+00  1.35e+01  
119   3   56  1.52e+00  9.95e+00  
119   3   57  1.21e+00  1.39e+01  
119   3   58  1.28e+00  1.30e+01  
119   3   59  1.42e+00  1.53e+01  
119   3   60  1.43e+00  1.41e+01  
119   3   61  1.38e+00  1.38e+01  
119   3   62  1.33e+00  1.44e+01  
119   3   63  1.48e+00  1.35e+01  
119   3   64  1.40e+00  9.56e+00  
119   4   1   1.57e+00  1.54e+01  
119   4   2   1.57e+00  1.33e+01  
119   4   3   1.39e+00  1.46e+01  
119   4   4   1.62e+00  1.47e+01  
119   4   5   1.58e+00  1.52e+01  
119   4   6   1.69e+00  1.59e+01  
119   4   7   1.38e+00  1.37e+01  
119   4   8   1.33e+00  1.63e+01  
119   4   9   1.68e+00  1.71e+01  
119   4   10  1.66e+00  7.24e+00  
119   4   11  1.33e+00  3.24e+01  
119   4   12  1.70e+00  1.27e+01  
119   4   13  1.42e+00  1.22e+01  
119   4   14  1.43e+00  1.42e+01  
119   4   16  1.48e+00  9.54e+00  
119   4   17  1.34e+00  1.02e+01  
119   4   18  1.61e+00  1.08e+01  
119   4   19  1.12e+00  1.30e+01  
119   4   20  1.36e+00  8.03e+00  
119   4   22  1.08e+00  1.36e+01  
119   4   23  1.74e+00  1.13e+01  
119   4   24  1.24e+00  9.47e+00  
119   4   25  1.64e+00  1.15e+01  
119   4   26  1.27e+00  9.12e+00  
119   4   27  1.14e+00  9.79e+00  
119   4   28  1.16e+00  6.47e+00  
119   4   29  1.39e+00  1.06e+01  
119   4   30  1.47e+00  1.67e+01  
119   4   31  1.31e+00  7.67e+00  
119   4   32  1.49e+00  1.33e+01  
119   4   33  1.49e+00  1.34e+01  
119   4   35  1.51e+00  8.07e+00  
119   4   36  1.11e+00  7.13e+00  
119   4   37  1.49e+00  5.44e+00  
119   4   38  1.27e+00  8.16e+00  
119   4   39  1.15e+00  9.61e+00  
119   4   40  1.42e+00  8.30e+00  
119   4   41  1.49e+00  7.39e+00  
119   4   42  1.11e+00  1.72e+01  
119   4   43  1.40e+00  1.34e+01  
119   4   44  1.31e+00  8.58e+00  
119   4   45  1.44e+00  1.50e+01  
119   4   46  1.30e+00  1.27e+01  
119   4   47  1.57e+00  7.42e+00  
119   4   48  1.70e+00  1.28e+01  
119   4   49  1.60e+00  1.30e+01  
119   4   50  1.79e+00  1.06e+01  
119   4   51  1.62e+00  1.18e+01  
119   4   52  1.37e+00  1.19e+01  
119   4   53  1.76e+00  1.40e+01  
119   4   54  1.59e+00  1.22e+01  
119   4   55  1.59e+00  1.41e+01  
119   4   56  1.46e+00  1.77e+01  
119   4   57  2.00e+00  1.80e+01  
119   4   58  1.43e+00  1.71e+01  
119   4   59  1.80e+00  1.25e+01  
119   4   60  1.81e+00  1.24e+01  
119   4   61  1.98e+00  1.63e+01  
119   4   62  1.68e+00  1.90e+01  
119   4   64  2.32e+00  4.00e+00  
119   5   1   1.31e+00  1.06e+01  
119   5   3   1.29e+00  1.28e+01  
119   5   4   1.34e+00  1.22e+01  
119   5   5   1.26e+00  1.72e+01  
119   5   6   1.32e+00  1.25e+01  
119   5   7   1.30e+00  1.58e+01  
119   5   8   1.48e+00  8.51e+00  
119   5   10  1.09e+00  1.04e+01  
119   5   11  8.63e-01  1.12e+01  
119   5   12  1.46e+00  5.71e+00  
119   5   13  1.01e+00  1.94e+01  
119   5   14  1.48e+00  8.53e+00  
119   5   15  1.11e+00  1.01e+01  
119   5   16  1.20e+00  1.10e+01  
119   5   17  1.16e+00  1.15e+01  
119   5   18  2.67e-01  2.27e+01  
119   5   20  1.03e+00  1.12e+01  
119   5   21  9.36e-01  1.03e+01  
119   5   22  1.10e+00  7.28e+00  
119   5   23  9.71e-01  6.87e+00  
119   5   24  8.50e-01  1.24e+01  
119   5   25  9.38e-01  1.23e+01  
119   5   28  5.95e-01  1.86e+01  
119   5   29  1.02e+00  1.13e+01  
119   5   30  1.12e+00  8.96e+00  
119   5   31  1.18e+00  6.31e+00  
119   5   32  8.09e-01  4.89e+00  
119   5   34  9.46e-01  9.18e+00  
119   5   35  1.01e+00  6.40e+00  
119   5   36  7.49e-01  1.56e+01  
119   5   37  9.11e-01  7.61e+00  
119   5   38  1.00e+00  9.50e+00  
119   5   39  1.38e+00  6.70e+00  
119   5   40  8.84e-01  4.95e+00  
119   5   41  1.12e+00  9.03e+00  
119   5   42  1.32e+00  7.52e+00  
119   5   43  1.15e+00  8.58e+00  
119   5   44  1.06e+00  1.17e+01  
119   5   45  1.36e+00  1.40e+01  
119   5   46  1.21e+00  7.83e+00  
119   5   47  9.22e-01  1.25e+01  
119   5   48  1.01e+00  1.04e+01  
119   5   49  9.90e-01  1.06e+01  
119   5   50  1.19e+00  9.17e+00  
119   5   51  9.89e-01  7.63e+00  
119   5   52  1.20e+00  3.04e+00  
119   5   53  1.15e+00  6.69e+00  
119   5   54  9.33e-01  1.23e+01  
