MMFE8 VMM CH  Gain      Pedestal  (PDO = Q*G + P)
117   5   52  9.60e+00  2.74e+01  
117   5   53  1.01e+01  3.21e+01  
117   5   54  9.82e+00  2.30e+01  
117   5   55  9.10e+00  5.83e+01  
117   5   56  9.71e+00  2.37e+01  
117   5   57  9.06e+00  6.84e+01  
117   5   58  9.63e+00  2.80e+01  
117   5   59  9.18e+00  3.08e+01  
117   5   60  8.85e+00  2.95e+01  
117   5   61  9.53e+00  3.80e+01  
117   5   62  9.22e+00  7.93e+01  
117   5   63  9.24e+00  1.03e+02  
117   5   64  9.84e+00  4.55e+01  
117   6   1   6.89e+00  4.16e+01  
117   6   2   1.07e+01  3.55e+01  
117   6   3   9.40e+00  3.36e+01  
117   6   4   1.03e+01  3.26e+01  
117   6   5   8.30e+00  2.80e+01  
117   6   6   9.49e+00  2.55e+01  
117   6   7   1.14e+01  3.77e+01  
117   6   8   1.18e+01  4.29e+01  
117   6   9   9.79e+00  2.23e+01  
117   6   10  1.38e+01  8.02e+00  
117   6   11  1.04e+01  1.81e+01  
117   6   12  9.82e+00  5.08e+01  
117   6   13  1.06e+01  2.39e+01  
117   6   14  1.07e+01  2.92e+01  
117   6   15  7.95e+00  3.58e-01  
117   6   16  8.83e+00  -5.94e+01 
117   6   17  1.05e+01  1.75e+01  
117   6   18  9.49e+00  1.03e+01  
117   6   19  1.33e+01  -5.87e+01 
117   6   20  9.77e+00  1.53e+01  
117   6   21  9.86e+00  1.90e+01  
117   6   22  1.14e+01  1.46e+01  
117   6   23  1.21e+01  3.64e+01  
117   6   24  1.03e+01  1.05e+01  
117   6   25  9.71e+00  1.41e+01  
117   6   26  1.04e+01  8.92e+00  
117   6   27  1.02e+01  1.74e+00  
117   6   28  1.08e+01  1.65e+01  
117   6   29  1.03e+01  1.50e+01  
117   6   31  1.29e+01  1.13e+01  
117   6   32  1.07e+01  1.95e+01  
117   6   33  1.07e+01  1.55e+01  
117   6   34  1.04e+01  4.72e+01  
117   6   35  1.08e+01  1.25e+01  
117   6   36  1.14e+01  1.72e+01  
117   6   37  1.04e+01  -2.12e+00 
117   6   38  1.01e+01  9.45e+00  
117   6   39  1.07e+01  1.24e+01  
117   6   40  1.08e+01  1.78e+01  
117   6   41  1.06e+01  1.02e+01  
117   6   42  9.44e+00  9.50e+00  
117   6   43  1.04e+01  1.83e+01  
117   6   44  1.01e+01  1.43e+01  
117   6   45  1.02e+01  1.26e+01  
117   6   46  1.13e+01  1.66e+01  
117   6   47  1.01e+01  1.34e+01  
117   6   49  1.05e+01  2.41e+01  
117   6   50  1.02e+01  2.21e+01  
117   6   51  9.86e+00  1.67e+01  
117   6   52  1.05e+01  1.35e+01  
117   6   53  9.76e+00  2.09e+01  
117   6   54  1.10e+01  -3.61e+00 
117   6   55  9.29e+00  5.64e+01  
117   6   56  9.84e+00  1.89e+01  
117   6   57  1.04e+01  2.33e+01  
117   6   58  9.93e+00  2.40e+01  
117   6   59  9.04e+00  2.10e+01  
117   6   60  9.25e+00  2.90e+01  
117   6   61  1.07e+01  3.64e+01  
117   6   62  1.08e+01  4.66e+01  
117   6   63  9.11e+00  3.31e+01  
117   6   64  1.09e+01  3.82e+01  
117   7   1   1.15e+01  -9.35e+01 
117   7   2   7.07e+00  1.82e+00  
117   7   4   9.88e+00  4.73e+01  
117   7   5   9.40e+00  1.28e+01  
117   7   6   9.63e+00  2.23e+01  
117   7   7   8.91e+00  -7.31e-01 
117   7   8   8.08e+00  7.35e+00  
117   7   9   1.11e+01  1.70e+00  
117   7   10  9.15e+00  8.34e+00  
117   7   11  1.19e+01  2.00e+01  
117   7   12  1.12e+01  6.77e+01  
117   7   13  1.04e+01  7.54e+00  
117   7   14  1.00e+01  -1.20e+01 
117   7   15  1.05e+01  3.83e+00  
117   7   16  1.00e+01  -1.61e-01 
117   7   17  1.02e+01  -2.43e+00 
117   7   18  1.06e+01  3.07e+00  
117   7   19  9.26e+00  -8.03e+00 
117   7   20  1.22e+01  2.32e+01  
117   7   21  1.00e+01  -8.22e+00 
117   7   22  9.18e+00  -2.10e+01 
117   7   23  1.03e+01  -5.70e+00 
117   7   24  8.81e+00  -1.19e+00 
117   7   25  1.18e+01  3.09e+01  
117   7   26  9.60e+00  -4.80e+00 
117   7   27  1.14e+01  -9.72e-01 
117   7   28  1.37e+04  -1.06e+06 
117   7   29  1.34e+01  -5.65e+01 
117   7   30  9.37e+00  6.21e+01  
117   7   31  1.10e+01  -3.22e+00 
117   7   32  1.86e+01  -9.52e+01 
117   7   33  1.10e+01  -2.31e+01 
117   7   34  8.90e+00  2.05e+01  
117   7   35  8.95e+00  2.81e+01  
117   7   36  9.35e+00  -6.92e+00 
117   7   37  1.29e+01  -2.05e+01 
117   7   38  9.34e+00  1.97e+01  
117   7   39  9.79e+00  -7.59e+00 
117   7   40  1.02e+01  -5.81e+00 
117   7   42  9.98e+00  -2.49e+01 
117   7   43  5.86e+05  -7.12e+06 
117   7   44  1.05e+01  8.61e+00  
117   7   45  1.07e+01  -2.47e+00 
117   7   46  1.02e+01  7.81e+00  
117   7   47  1.18e+01  -1.76e+01 
117   7   48  1.02e+01  1.25e+00  
117   7   49  9.84e+00  7.08e+00  
117   7   50  9.55e+00  1.18e+00  
117   7   51  9.73e+00  -1.82e+01 
117   7   52  8.93e+00  3.43e-01  
117   7   53  9.24e+00  2.04e+01  
117   7   54  9.68e+00  -1.39e+01 
117   7   55  1.05e+01  9.22e+00  
117   7   56  9.19e+00  1.12e+00  
117   7   57  9.28e+00  9.40e+00  
117   7   58  9.94e+00  6.32e+00  
117   7   59  1.01e+01  2.83e+00  
117   7   60  1.04e+01  1.57e+01  
117   7   61  1.00e+01  2.36e+01  
117   7   62  9.29e+00  5.36e+01  
117   7   63  9.42e+00  2.08e+01  
117   7   64  1.07e+01  3.34e+01  
118   0   1   9.76e+00  5.22e+01  
118   0   2   1.04e+01  4.17e+01  
118   0   3   9.76e+00  1.68e+01  
118   0   4   9.43e+00  2.74e+01  
118   0   5   1.00e+01  4.76e+01  
118   0   6   7.66e+00  4.42e+01  
118   0   7   8.89e+00  6.53e+01  
118   0   8   1.02e+01  1.21e+01  
118   0   9   9.85e+00  5.49e+01  
118   0   10  9.73e+00  7.90e+01  
118   0   11  1.02e+01  1.85e+01  
118   0   12  1.05e+01  3.60e+01  
118   0   13  9.63e+00  3.43e+01  
118   0   14  1.04e+01  5.50e+01  
118   0   15  9.93e+00  4.17e+01  
118   0   16  9.45e+00  7.45e+01  
118   0   17  8.85e+00  2.43e+01  
118   0   18  1.01e+01  2.27e+01  
118   0   19  1.23e+01  2.20e+00  
118   0   20  9.52e+00  5.79e+01  
118   0   21  1.01e+01  5.07e+01  
118   0   22  9.90e+00  8.57e+01  
118   0   23  1.09e+01  2.71e+01  
118   0   24  1.03e+01  2.61e+01  
118   0   25  1.15e+01  3.14e+01  
118   0   26  1.05e+01  1.73e+01  
118   0   27  9.37e+00  4.77e+01  
118   0   28  1.02e+01  3.42e+01  
118   0   29  9.44e+00  8.49e+01  
118   0   30  1.04e+01  2.60e+01  
118   0   31  1.06e+01  4.89e+01  
118   0   32  9.55e+00  4.35e+01  
118   0   33  9.83e+00  -6.52e+02 
118   0   34  9.58e+00  6.85e+01  
118   0   35  1.15e+01  9.76e+00  
118   0   36  8.52e+00  3.31e+01  
118   0   37  1.05e+01  3.61e+01  
118   0   38  9.67e+00  8.18e+01  
118   0   39  9.67e+00  3.90e+01  
118   0   40  1.05e+01  5.47e+01  
118   0   41  1.14e+01  -7.62e+02 
118   0   42  1.08e+01  2.79e+01  
118   0   43  1.57e+01  -1.94e+02 
118   0   44  1.00e+01  2.17e+01  
118   0   45  1.11e+01  4.20e+01  
118   0   46  1.03e+01  2.71e+01  
118   0   47  9.89e+00  3.86e+01  
118   0   48  9.98e+00  5.58e+01  
118   0   49  9.55e+00  3.73e+01  
118   0   50  7.99e+00  9.91e+01  
118   0   51  9.76e+00  4.72e+01  
118   0   52  1.11e+01  1.24e+02  
118   0   53  1.01e+01  6.58e+01  
118   0   54  7.69e+00  4.97e+01  
118   0   55  9.89e+00  9.63e+00  
118   0   56  1.11e+01  5.71e+01  
118   0   57  7.51e+00  6.49e+01  
118   0   58  1.08e+01  2.74e+01  
118   0   59  9.42e+00  5.01e+01  
118   0   60  1.19e+01  5.04e+00  
118   0   61  9.79e+00  3.74e+01  
118   0   62  8.60e+00  6.45e+01  
118   0   63  9.18e+00  4.06e+01  
118   0   64  7.96e+00  3.75e+01  
118   1   1   8.43e+00  4.47e+01  
118   1   2   7.84e+00  2.67e+01  
118   1   3   1.00e+01  7.59e+01  
118   1   4   8.83e+00  2.93e+01  
118   1   5   8.96e+00  3.47e+01  
118   1   6   7.89e+00  2.22e+01  
118   1   7   8.15e+00  -5.90e+02 
118   1   8   8.52e+00  2.68e+01  
118   1   9   8.87e+00  2.88e+01  
118   1   10  8.91e+00  3.67e+01  
118   1   11  9.26e+00  2.12e+01  
118   1   12  9.24e+00  2.33e+01  
118   1   13  9.83e+00  2.61e+01  
118   1   14  1.05e+01  4.48e+01  
118   1   15  9.62e+00  -6.53e+02 
118   1   16  8.76e+00  4.23e+01  
118   1   17  1.07e+01  1.88e+01  
118   1   18  8.91e+00  2.04e+01  
118   1   19  8.97e+00  1.23e+00  
118   1   20  5.14e+00  -2.25e+01 
118   1   21  1.04e+01  -3.12e+00 
118   1   22  7.59e+00  -1.76e+01 
118   1   23  9.63e+00  5.50e+01  
118   1   24  4.92e+00  6.46e+01  
118   1   25  1.03e+01  -9.03e+01 
118   1   26  1.13e+01  -3.09e+00 
118   1   27  7.61e+00  1.44e+01  
118   1   28  9.66e+00  2.18e+01  
118   1   29  8.88e+00  2.33e+01  
118   1   30  1.31e+01  4.49e+01  
118   1   31  8.52e+00  2.88e+01  
118   1   32  9.35e+00  3.53e+01  
118   1   33  8.57e+00  1.83e+01  
118   1   34  9.90e+00  2.88e+01  
118   1   35  9.25e+00  2.13e+01  
118   1   36  9.59e+00  1.97e+01  
118   1   37  1.14e+01  4.28e+01  
118   1   38  9.84e+00  5.11e+01  
118   1   39  1.09e+01  6.15e+01  
118   1   40  1.07e+01  2.46e+01  
118   1   41  8.73e+00  2.17e+01  
118   1   42  1.01e+01  3.17e+01  
118   1   43  9.87e+00  3.75e+01  
118   1   44  9.27e+00  1.82e+01  
118   1   45  9.09e+00  3.28e+01  
118   1   46  1.13e+01  9.82e+00  
118   1   47  9.90e+00  2.12e+01  
118   1   48  9.56e+00  2.52e+01  
118   1   49  6.93e+00  1.09e+01  
118   1   50  1.03e+01  3.16e+01  
118   1   51  9.14e+00  2.24e+01  
118   1   52  8.72e+00  -6.32e+02 
118   1   53  9.40e+00  2.63e+01  
118   1   54  8.77e+00  1.45e+01  
118   1   55  9.34e+00  7.85e+01  
118   1   56  9.51e+00  2.67e+01  
118   1   57  9.18e+00  3.24e+01  
118   1   58  9.07e+00  1.59e+01  
118   1   59  9.51e+00  2.48e+01  
118   1   60  2.36e+00  3.75e+01  
118   1   61  9.10e+00  3.02e+01  
118   1   62  9.27e+00  2.91e+01  
118   1   63  8.79e+00  7.22e+01  
118   1   64  8.47e+00  5.91e+01  
118   2   1   1.32e+04  -1.29e+06 
118   2   2   7.69e+00  1.22e+01  
118   2   3   9.27e+00  1.97e+01  
118   2   4   9.37e+00  1.11e+01  
118   2   5   9.25e+00  2.34e+01  
118   2   7   9.66e+00  1.59e+01  
118   2   9   8.98e+00  2.62e+01  
118   2   10  8.00e+00  2.25e+01  
118   2   12  8.69e+00  8.75e+00  
118   2   13  9.34e+00  1.95e+01  
118   2   14  1.02e+01  2.50e+01  
118   2   15  9.20e+00  2.58e+01  
118   2   16  9.34e+00  3.76e+01  
118   2   17  9.37e+00  1.80e+01  
118   2   19  1.10e+01  5.17e+01  
118   2   21  9.71e+00  7.10e+00  
118   2   22  1.01e+01  2.67e+01  
118   2   23  9.73e-01  1.53e+02  
118   2   25  1.20e+01  8.47e+00  
118   2   27  1.02e+01  2.42e+01  
118   2   29  9.23e+00  2.10e+01  
118   2   31  1.12e+01  4.42e+01  
118   2   33  9.54e+00  5.28e+00  
118   2   34  1.06e+01  1.71e+01  
118   2   35  8.89e+00  4.75e+01  
118   2   36  8.62e+00  5.30e+01  
118   2   37  9.80e+00  8.93e+00  
118   2   39  9.53e+00  1.95e+01  
118   2   40  1.57e+01  -5.72e+01 
118   2   41  1.29e+01  2.90e+01  
118   2   42  9.98e+00  -1.07e+01 
118   2   43  1.15e+01  1.83e+01  
118   2   45  1.05e+01  2.91e+01  
118   2   46  9.84e+00  3.33e+01  
118   2   47  9.88e+00  6.86e+00  
118   2   48  9.16e+00  1.24e+01  
118   2   49  1.08e+01  2.94e+01  
118   2   50  1.03e+01  2.55e+01  
118   2   51  1.04e+01  3.11e+01  
118   2   52  1.10e+01  4.27e+01  
118   2   53  8.76e+00  9.26e+00  
118   2   54  9.29e+00  2.42e+01  
118   2   55  1.06e+01  3.16e+01  
118   2   56  1.03e+01  2.88e+01  
118   2   59  9.66e+00  3.48e+01  
118   2   60  8.88e+00  2.08e+01  
118   2   61  1.40e+00  9.71e+01  
118   2   62  7.21e+00  3.44e+01  
118   2   63  1.20e+01  2.51e+01  
118   2   64  8.99e+00  4.08e+01  
118   3   1   9.65e+00  4.57e+01  
118   3   2   9.51e+00  3.49e+01  
118   3   3   9.29e+00  3.63e+01  
118   3   4   8.45e+00  4.64e+01  
118   3   5   9.32e+00  2.91e+01  
118   3   7   8.24e+00  3.25e+01  
118   3   8   8.79e+00  3.92e+01  
118   3   9   7.98e+00  3.32e+01  
118   3   10  9.35e+00  2.03e+01  
118   3   11  1.02e+01  3.63e+01  
118   3   12  8.99e+00  5.71e+01  
118   3   13  9.86e+00  3.31e+01  
118   3   14  8.34e+00  4.61e+01  
118   3   15  9.12e+00  8.10e+00  
118   3   16  9.51e+00  1.13e+01  
118   3   17  9.56e+00  1.21e+01  
118   3   18  9.04e+00  6.21e+00  
118   3   19  1.25e+01  -5.45e+00 
118   3   20  7.49e+00  -3.81e+00 
118   3   21  9.89e+00  3.35e+01  
118   3   22  9.19e+00  -8.41e+00 
118   3   23  1.14e+01  4.20e+01  
118   3   24  8.42e+00  1.28e+01  
118   3   25  9.20e+00  2.17e+01  
118   3   26  9.79e+00  1.54e+01  
118   3   27  8.85e+00  4.31e+01  
118   3   28  9.45e+00  5.84e+00  
118   3   29  9.04e+00  1.39e+00  
118   3   30  8.46e+00  5.19e+00  
118   3   31  8.56e+00  -5.09e+00 
118   3   32  1.26e+01  2.25e+01  
118   3   33  9.74e+00  1.26e+01  
118   3   34  9.20e+00  2.01e+00  
118   3   37  9.35e+00  1.90e+01  
118   3   38  8.92e+00  5.15e+00  
118   3   43  8.82e+00  1.09e+01  
118   3   45  9.20e+00  2.95e+01  
118   3   46  8.79e+00  1.07e+01  
118   3   49  8.28e+00  1.66e+01  
118   3   50  8.13e+00  2.00e+01  
118   3   51  8.65e+00  1.25e+01  
118   3   52  8.70e+00  1.23e+01  
118   3   53  8.06e+00  -9.45e-01 
118   3   54  8.11e+00  3.40e+01  
118   3   55  9.37e+00  5.31e+00  
118   3   56  9.01e+00  2.49e+01  
118   3   58  7.50e+00  -6.84e-01 
118   3   61  7.76e+00  1.88e+01  
118   3   62  7.54e+00  1.50e+01  
118   3   63  7.57e+00  1.40e+01  
118   3   64  6.74e+00  1.07e+01  
118   4   1   5.86e+05  3.92e+06  
118   4   2   1.16e+00  4.52e+01  
118   4   3   8.97e+00  3.91e+01  
118   4   4   6.69e+00  5.41e+01  
118   4   6   1.42e-01  -8.20e+00 
118   4   7   3.90e+00  -1.98e+01 
118   4   9   9.29e+00  3.79e+01  
118   4   11  9.68e+00  3.36e+01  
118   4   13  8.98e+00  2.32e+01  
118   4   14  9.06e+00  2.35e+01  
118   4   15  5.86e+05  3.92e+06  
118   4   16  9.08e+00  3.55e+01  
118   4   17  9.58e+00  3.62e+01  
118   4   18  1.15e+01  5.20e+01  
118   4   19  8.86e+00  2.42e+01  
118   4   20  8.34e+00  1.89e+01  
118   4   21  8.83e+00  2.68e+01  
118   4   23  9.46e+00  2.03e+01  
118   4   24  9.40e+00  3.12e+01  
118   4   25  9.10e+00  3.04e+01  
118   4   26  1.11e+01  2.76e+01  
118   4   27  8.98e+00  3.82e+01  
118   4   29  9.38e+00  1.48e+01  
118   4   30  1.48e+00  9.82e+01  
118   4   36  9.87e+00  1.62e+01  
118   4   37  8.97e+00  9.21e+00  
118   4   39  8.36e+00  2.09e+01  
118   4   40  9.44e+00  -4.73e+01 
118   4   41  9.32e+00  3.64e+01  
118   4   42  9.50e+00  5.24e+01  
118   4   43  9.67e+00  3.10e+01  
118   4   44  9.49e+00  3.11e+01  
118   4   45  9.46e+00  2.13e+01  
118   4   46  9.31e+00  3.70e+01  
118   4   47  8.75e+00  2.54e+01  
118   4   48  9.28e+00  2.29e+01  
118   4   49  9.24e+00  2.64e+01  
118   4   50  8.75e+00  2.63e+01  
118   4   51  8.06e+00  3.05e+01  
118   4   52  7.91e+00  1.74e+01  
118   4   53  1.05e+01  2.84e+01  
118   4   54  8.52e+00  2.16e+01  
118   4   55  8.99e+00  2.43e+01  
118   4   56  6.03e+00  2.84e+00  
118   4   57  8.69e+00  2.68e+01  
118   4   58  9.22e+00  3.49e+01  
118   4   59  9.93e+00  4.57e+01  
118   4   60  8.57e+00  3.49e+01  
118   4   61  9.80e+00  4.49e+01  
118   4   62  9.45e+00  4.75e+01  
118   4   63  9.27e+00  4.09e+01  
118   4   64  6.67e+00  2.72e+01  
118   5   1   9.25e+00  3.12e+01  
118   5   2   9.73e+00  3.80e+01  
118   5   3   1.04e+01  3.19e+01  
118   5   4   8.93e+00  1.72e+01  
118   5   5   9.60e+00  3.34e+01  
118   5   6   9.12e+00  2.71e+01  
118   5   7   9.85e+00  7.98e+01  
118   5   8   9.06e+00  3.04e+01  
118   5   9   1.05e+01  5.74e+01  
118   5   10  1.19e+01  2.95e+01  
118   5   11  8.92e+00  1.87e+01  
118   5   12  9.67e+00  1.07e+01  
118   5   13  1.05e+01  2.97e+00  
118   5   14  1.05e+01  1.09e+01  
118   5   15  9.74e+00  2.39e+01  
118   5   16  9.72e+00  1.53e+01  
118   5   17  9.84e+00  -3.62e-01 
118   5   18  1.06e+01  2.73e+01  
118   5   19  9.29e+00  7.75e+00  
118   5   20  9.55e+00  5.84e+00  
118   5   21  9.83e+00  1.32e+01  
118   5   22  1.01e+01  1.35e+01  
118   5   23  9.11e+00  9.21e+00  
118   5   24  9.99e+00  -1.48e+00 
118   5   25  8.77e+00  4.08e+00  
118   5   26  9.80e+00  1.54e+01  
118   5   27  8.73e+00  5.53e+00  
118   5   28  1.17e+01  3.03e+01  
118   5   30  9.85e+00  8.99e+00  
118   5   31  9.50e+00  1.90e+01  
118   5   32  1.15e+01  4.69e+00  
118   5   33  1.04e+01  1.89e+00  
118   5   34  9.56e+00  1.89e+01  
118   5   35  9.86e+00  1.90e+01  
118   5   36  1.10e+01  -1.96e+01 
118   5   37  8.31e+00  -3.20e+00 
118   5   38  9.94e+00  3.90e+01  
118   5   39  1.04e+01  -1.33e+01 
118   5   40  9.82e+00  3.65e+01  
118   5   41  9.88e+00  1.16e+01  
118   5   42  1.04e+01  1.47e+01  
118   5   43  9.39e+00  9.89e+00  
118   5   44  1.03e+01  1.93e+01  
118   5   45  9.63e+00  1.51e+01  
118   5   46  9.78e+00  2.33e+01  
118   5   47  8.53e+00  1.10e+01  
118   5   48  1.07e+01  1.92e+01  
118   5   49  1.18e+01  -2.44e+01 
118   5   50  9.40e+00  1.27e+01  
118   5   51  8.55e+00  6.78e+01  
118   5   52  1.04e+01  1.48e+01  
118   5   53  9.39e+00  2.60e+01  
118   5   54  9.21e+00  4.17e+01  
118   5   55  9.00e+00  9.85e+00  
118   5   56  9.31e+00  2.23e+01  
118   5   57  9.66e+00  1.67e+01  
118   5   58  9.65e+00  2.94e+01  
118   5   59  9.28e+00  2.56e+01  
118   5   60  1.03e+01  -1.23e+01 
118   5   61  9.06e+00  2.68e+01  
118   5   62  8.41e+00  3.08e+01  
118   6   2   1.17e+01  3.04e+01  
118   6   5   9.07e+00  4.03e+01  
118   6   6   6.95e+00  7.74e+01  
118   6   7   8.99e+00  4.85e+01  
118   6   8   9.96e+00  3.45e+01  
118   6   9   9.01e+00  4.62e+01  
118   6   10  9.05e+00  3.70e+01  
118   6   11  3.30e+00  -1.71e+02 
118   6   12  1.02e+01  3.95e+01  
118   6   13  1.04e+01  4.53e+01  
118   6   14  1.09e+01  2.90e+01  
118   6   15  9.21e+00  5.52e+01  
118   6   16  1.08e+01  1.86e+01  
118   6   17  1.03e+01  3.86e+01  
118   6   18  7.98e+00  8.99e+01  
118   6   19  9.50e+00  7.35e+01  
118   6   20  1.01e+01  2.57e+01  
118   6   21  1.05e+01  3.38e+01  
118   6   22  9.45e+00  4.10e+01  
118   6   23  8.58e+00  4.43e+01  
118   6   24  9.44e+00  4.29e+01  
118   6   25  9.95e+00  -9.95e-01 
118   6   26  9.17e+00  3.24e+01  
118   6   27  9.50e+00  6.09e+01  
118   6   28  8.08e+00  6.74e+01  
118   6   29  8.73e+00  3.59e+01  
118   6   30  7.97e+00  3.65e+01  
118   6   31  1.06e+01  4.11e+01  
118   6   32  8.81e+00  1.40e+02  
118   6   33  9.70e+00  6.42e+01  
118   6   34  1.04e+01  -3.96e+00 
118   6   35  8.95e+00  4.27e+01  
118   6   36  8.36e+00  2.72e+01  
118   6   37  1.08e+01  5.06e+01  
118   6   38  1.05e+01  6.92e+01  
118   6   39  8.84e+00  3.50e+01  
118   6   40  8.77e+00  3.34e+01  
118   6   41  8.97e+00  3.32e+01  
118   6   42  8.31e+00  8.86e+01  
118   6   43  9.16e+00  4.42e+01  
118   6   44  8.90e+00  3.42e+01  
118   6   45  8.80e+00  4.37e+01  
118   6   46  9.76e+00  -7.84e+02 
118   6   47  7.20e+00  7.39e+01  
118   6   48  1.10e+01  -3.83e+01 
118   6   49  9.14e+00  4.86e+01  
118   6   50  1.19e+01  -1.62e+01 
118   6   51  1.06e+01  6.42e+01  
118   6   52  9.06e+00  4.76e+01  
118   6   53  8.14e+00  7.41e+01  
118   6   54  9.48e+00  4.09e+01  
118   6   55  9.85e+00  1.45e+01  
118   6   56  9.71e+00  4.27e+01  
118   6   57  9.22e+00  5.20e+01  
118   6   58  9.34e+00  7.20e+01  
118   6   59  9.42e+00  4.48e+01  
118   6   60  1.00e+01  5.38e+01  
118   6   61  9.60e+00  9.49e+01  
118   6   62  1.61e+01  -2.52e+02 
118   6   63  9.90e+00  6.22e+01  
118   6   64  9.86e+00  2.92e+01  
118   7   1   9.59e+00  3.10e+01  
118   7   2   9.39e+00  2.81e+01  
118   7   4   9.29e+00  2.02e+01  
118   7   5   9.16e+00  1.83e+01  
118   7   6   9.04e+00  2.82e+01  
118   7   7   1.03e+01  2.49e+01  
118   7   8   9.90e+00  2.44e+01  
118   7   9   9.31e+00  3.19e+01  
118   7   10  9.67e+00  2.64e+01  
118   7   11  8.43e+00  5.36e+00  
118   7   12  1.01e+01  1.46e+01  
118   7   13  8.44e+00  4.26e+01  
118   7   14  9.27e+00  1.08e+01  
118   7   15  9.41e+00  2.17e+00  
118   7   16  9.27e+00  2.06e+01  
118   7   17  9.61e+00  7.78e+00  
118   7   18  9.59e+00  1.72e+01  
118   7   19  1.04e+01  4.53e+00  
118   7   20  8.68e+00  1.23e+01  
118   7   21  1.00e+01  1.47e+01  
118   7   22  9.81e+00  1.41e-01  
118   7   23  9.85e+00  1.42e+01  
118   7   24  9.81e+00  1.51e+01  
118   7   25  9.78e+00  1.97e+01  
118   7   26  1.11e+01  3.43e+01  
118   7   27  1.05e+01  1.17e+01  
118   7   28  8.06e+00  1.30e+01  
118   7   29  9.00e+00  2.52e+01  
118   7   30  9.30e+00  4.30e+00  
118   7   31  1.03e+01  1.78e+01  
118   7   32  1.02e+01  9.99e+00  
118   7   33  1.08e+01  5.22e+01  
118   7   34  9.59e+00  1.04e+01  
118   7   35  9.20e+00  1.81e+01  
118   7   36  1.14e+01  2.89e+01  
118   7   37  9.39e+00  1.87e+01  
118   7   38  9.88e+00  1.38e+01  
118   7   39  1.10e+01  -8.22e+02 
118   7   40  1.02e+01  9.47e+00  
118   7   41  9.09e+00  8.23e+00  
118   7   42  1.22e+01  2.39e+00  
118   7   43  9.99e+00  2.33e+01  
118   7   44  9.52e+00  1.16e+01  
118   7   45  1.03e+01  3.99e+01  
118   7   46  1.01e+01  4.30e+00  
118   7   47  1.10e+01  2.71e+01  
118   7   48  7.19e+00  2.15e+00  
118   7   49  1.09e+01  1.41e+01  
118   7   50  8.41e+00  2.22e+01  
118   7   51  7.68e+00  6.34e+00  
118   7   52  1.03e+01  2.96e+01  
118   7   53  9.60e+00  1.88e+01  
118   7   54  1.01e+01  2.99e+01  
118   7   55  1.08e+01  2.93e+01  
118   7   56  9.66e+00  3.08e+01  
118   7   57  9.77e+00  2.06e+01  
118   7   58  9.35e+00  3.06e+01  
118   7   59  4.05e+00  -2.32e+01 
118   7   61  9.22e+00  3.07e+01  
118   7   62  9.44e+00  2.36e+01  
118   7   63  9.54e+00  3.21e+01  
118   7   64  2.52e+00  -2.34e+01 
119   0   1   1.07e+01  3.51e+01  
119   0   2   1.07e+01  2.16e+01  
119   0   3   1.10e+01  -7.54e+02 
119   0   4   1.02e+01  3.78e+01  
119   0   5   1.09e+01  3.19e+01  
119   0   6   1.08e+01  2.30e+01  
119   0   7   1.01e+01  2.53e+01  
119   0   8   9.76e+00  3.00e+01  
119   0   9   1.04e+01  2.52e+01  
119   0   10  9.73e+00  -2.76e+01 
119   0   11  1.05e+01  2.70e+01  
119   0   12  1.06e+01  6.08e+01  
119   0   13  9.98e+00  7.63e+00  
119   0   14  1.11e+01  2.65e+01  
119   0   15  1.09e+01  1.62e+01  
119   0   16  1.02e+01  1.73e+01  
119   0   17  1.05e+01  1.04e+01  
119   0   18  1.10e+01  1.15e+01  
119   0   19  1.14e+01  9.80e+00  
119   0   20  1.01e+01  7.09e+00  
119   0   21  1.16e+01  1.28e+01  
119   0   22  1.01e+01  1.54e+01  
119   0   23  1.13e+01  -1.27e+01 
119   0   24  1.00e+01  8.30e+00  
119   0   25  1.12e+01  9.23e+00  
119   0   26  1.38e+01  -2.68e+01 
119   0   27  1.16e+01  8.16e+01  
119   0   28  9.91e+00  1.05e+01  
119   0   29  1.05e+01  3.25e+00  
119   0   30  1.01e+01  5.78e+00  
119   0   31  1.07e+01  6.98e+00  
119   0   32  1.03e+01  4.86e+00  
119   0   33  1.19e+01  -3.15e+00 
119   0   34  1.06e+01  -1.56e+00 
119   0   35  1.06e+01  1.49e+01  
119   0   36  9.86e+00  2.33e+01  
119   0   37  1.29e+01  -2.79e+01 
119   0   38  1.07e+01  2.37e-01  
119   0   39  1.07e+01  4.65e+00  
119   0   40  1.11e+01  3.23e+00  
119   0   41  1.11e+01  4.80e+00  
119   0   42  1.14e+01  1.19e+01  
119   0   43  1.02e+01  8.49e+00  
119   0   44  5.44e+00  1.70e+01  
119   0   45  1.14e+01  8.29e+00  
119   0   46  1.06e+01  5.38e-01  
119   0   47  1.08e+01  1.63e+01  
119   0   48  1.16e+01  1.21e+01  
119   0   49  1.11e+01  1.01e+00  
119   0   50  9.70e+00  7.42e+00  
119   0   51  1.16e+01  1.53e+01  
119   0   52  1.06e+01  3.81e+00  
119   0   53  1.01e+01  3.44e+01  
119   0   54  9.62e+00  1.54e+01  
119   0   55  9.86e+00  1.34e+01  
119   0   56  1.04e+01  -6.93e+02 
119   0   57  9.77e+00  7.23e+00  
119   0   58  9.06e+00  1.22e+01  
119   0   59  9.80e+00  3.01e+01  
